date,open,close,high,low,volume,money
2014-02-27,4.065359219685071,4.030828883074297,4.078095490288881,3.9504270810543622,130798585,1192100000
2014-02-28,4.011798893486665,4.032401730943385,4.1096380801499635,4.011798893486665,105083212,574500000
2014-03-01,4.027323403886994,4.032034304148736,4.060571987058283,3.9828875171191602,151542196,627100000
2014-03-02,4.032067962711625,4.034226368658089,4.05053938201703,3.99012172262,164003250,849900000
2014-03-03,4.026161475522383,4.033104699284562,4.088335925779795,4.010911000173309,352424821,729900000
2014-03-04,4.024670935133909,4.03460775762181,4.057634362052634,3.9472294169111555,215152357,670200000
2014-03-05,4.02729359946351,4.036120771967603,4.098265921015345,4.0268974293101385,218192722,555800000
2014-03-06,3.9979852203929163,4.038128731246915,4.108850975443443,3.9979852203929163,204463522,1884800000
2014-03-07,4.030299110153976,4.038330400530625,4.07394013796066,4.0126780335527625,477751069,619000000
2014-03-08,3.978677349336366,4.038129106608746,4.044619175339252,3.978677349336366,410906596,770500000
2014-03-09,3.9826720811956275,4.038223745182433,4.099854123188854,3.9826720811956275,276642223,1166100000
2014-03-10,4.073376297115499,4.037802160065384,4.073376297115499,4.0366571927741015,263612984,954200000
2014-03-11,4.034038743841466,4.040288320578343,4.12049136210872,4.018312388086016,363022000,1775800000
2014-03-12,4.081303366155291,4.040912537399194,4.091372883269807,3.9882273177427483,218923591,1919900000
2014-03-13,4.083327784606927,4.040764339715478,4.083327784606927,4.005872066854659,215524754,1725100000
2014-03-14,4.057075273421195,4.041445353693118,4.057075273421195,4.023878534809359,471611549,1333800000
2014-03-15,4.038579151015676,4.042491662118199,4.053999695306315,4.038579151015676,285179231,1529000000
2014-03-16,4.038056267924811,4.0414085468515495,4.124343974982384,4.035775997318572,496999998,824300000
2014-03-17,4.00842569191764,4.041711488457388,4.137037598266771,3.9936541952894826,347001305,1423700000
2014-03-18,4.031896795776078,4.043645384434323,4.045959366404634,4.031896795776078,137400216,1673200000
2014-03-19,4.021076377733072,4.044701751296684,4.108312842097146,4.021076377733072,121773970,682700000
2014-03-20,4.052248536391299,4.044330205797845,4.078331771876153,4.035742218171602,403879164,549300000
2014-03-21,3.996022650326347,4.043202858704588,4.0515282665799965,3.9921733686144685,239046098,798500000
2014-03-22,4.037613334472881,4.044190361117907,4.086271792015743,4.017608177486249,479329337,709400000
2014-03-23,4.047979255414532,4.044298908590604,4.135454948441598,3.9889884502886948,270436021,1869400000
2014-03-24,4.031197017077957,4.0445533517401895,4.050194331886438,3.9776368143920364,124476069,1098500000
2014-03-25,4.048266092248123,4.045443374111087,4.128261494785625,4.010751205264506,343817041,1537800000
2014-03-26,4.042931009958559,4.046916274225806,4.120223063381459,4.008845483007161,316054106,612900000
2014-03-27,4.031265818713213,4.048118436419092,4.068747261825303,4.010750256878417,410293464,1700200000
2014-03-28,4.054056232118221,4.048609918843991,4.083626571191475,3.997866131920784,115098189,1904600000
2014-03-29,4.020381703145714,4.048452673387516,4.049855538957062,4.020381703145714,111686839,963500000
2014-03-30,4.0314921633079415,4.049641668206449,4.066011569978167,4.03133364348625,322033486,1381500000
2014-03-31,4.017440277683803,4.050738558527992,4.086307862857014,4.017440277683803,158049914,1963800000
2014-04-01,4.013340014244784,4.0514892550181445,4.0770325440890085,3.9466187950145937,108941487,1113700000
2014-04-02,4.0467930173913045,4.050291613803658,4.075021882799466,4.00756119124091,154977679,1504500000
2014-04-03,4.049631567811917,4.050345385248768,4.100996449606899,4.030750162589987,398137635,1408100000
2014-04-04,4.037727552908953,4.050682866329557,4.170406629904121,4.033619378148679,292328540,1266200000
2014-04-05,4.037064886054647,4.050525627937705,4.055137316591827,4.025801607533934,148431701,1577000000
2014-04-06,4.070771879672852,4.0507050505565,4.095242036533094,4.0436331051193415,241560316,1788100000
2014-04-07,4.0539071976866765,4.052168383990246,4.152152217721902,4.0097049029060265,209416529,1471100000
2014-04-08,4.054452549421684,4.052905712650088,4.0953050155648345,4.001683316118099,294710307,1954100000
2014-04-09,4.054886937707957,4.053710925221277,4.070559655454597,3.9797701043232623,150758356,1702800000
2014-04-10,4.062514666604613,4.05497282591808,4.091913453728072,4.050969609038735,196586749,1209800000
2014-04-11,4.063160808092163,4.054664729729374,4.0809104007277295,3.993342935082228,435745932,770600000
2014-04-12,4.06406402704762,4.054960548938898,4.0903926682394145,4.043409125696148,450702929,1153300000
2014-04-13,4.05032737557234,4.056421584103011,4.106185158926284,4.025030579755738,398654396,1469600000
2014-04-14,4.049043498944695,4.0572270249215485,4.069759918198368,4.00622903458235,401703227,863000000
2014-04-15,4.117540041969242,4.058215894549854,4.117907851224524,4.01703966412186,131385303,1697100000
2014-04-16,4.057050817816211,4.058763705901471,4.063445839184843,4.01907089830124,415583577,1022500000
2014-04-17,4.082433303516618,4.060166432488175,4.101406289496179,4.010258642359886,262365764,1622100000
2014-04-18,4.085404037194155,4.059852373261323,4.085404037194155,4.051118139592509,156118987,1727400000
2014-04-19,4.074462994798844,4.0610878895720965,4.074462994798844,4.045895880887237,272008911,1937600000
2014-04-20,4.058905368936175,4.061030416496774,4.0799776083882655,4.025136691597588,384680748,1492300000
2014-04-21,4.056296180885356,4.0618697467956215,4.080076960422061,4.056296180885356,315739321,1094100000
2014-04-22,4.070553140108677,4.063521564525836,4.120557664392007,4.043246099466487,296053705,1393000000
2014-04-23,4.075875626260329,4.063644305757667,4.087031694464945,4.019783208692188,388350549,853200000
2014-04-24,4.027061154170626,4.063064475636999,4.080110257055575,4.027061154170626,413623248,1738700000
2014-04-25,4.074243963190239,4.063625079979979,4.074243963190239,4.04793358975629,467363630,1021600000
2014-04-26,4.024826435002353,4.0637213343006175,4.081483038366807,4.015542475554038,230985602,653600000
2014-04-27,4.064312505768071,4.064461541824506,4.146797236781345,4.0250686479902855,407350890,1925200000
2014-04-28,4.040274260074688,4.064341529183811,4.083918889022928,4.025508914061222,173751399,1523100000
2014-04-29,4.080151022391047,4.065631369984018,4.101577219274043,4.022053178667709,310138492,1980300000
2014-04-30,4.052510225158052,4.064277463291231,4.1218474807042815,4.052510225158052,159540602,865400000
2014-05-01,4.044357542366387,4.066149065463428,4.089520370901879,4.044357542366387,126324446,1966500000
2014-05-02,4.035351273345241,4.066447734234177,4.083398821335633,4.035351273345241,183361888,1963400000
2014-05-03,4.053627274308884,4.067588875022205,4.113402946532494,4.052156858100491,205931492,1508000000
2014-05-04,4.080654812932113,4.067240479885956,4.096230021998524,3.9643833131507993,467394398,1977500000
2014-05-05,4.080120910404273,4.06731021070293,4.080120910404273,4.036244466964466,401153614,812400000
2014-05-06,4.019644584013242,4.066466051345212,4.089847295899726,4.019644584013242,483679236,1169200000
2014-05-07,4.0815918610741155,4.067395064810728,4.105894142796257,4.037963811835018,184304197,615900000
2014-05-08,4.080143342399338,4.069403064258731,4.095036976051823,4.01746657077639,253325593,1355800000
2014-05-09,4.065740692003138,4.0708195389117074,4.101975848939555,4.045708622517371,415054136,550000000
2014-05-10,4.072618495981119,4.073094597455389,4.087102184086761,4.072040910868471,398505518,1890300000
2014-05-11,4.039625554764639,4.074211124172306,4.132599095764311,4.003905856177715,335756783,1952600000
2014-05-12,4.07597777306564,4.07525277484635,4.09594348144243,4.038753478112707,109289072,1505300000
2014-05-13,4.06299004173627,4.073893521758126,4.088804183829721,4.006847608081208,454764370,1384500000
2014-05-14,4.066868297148381,4.074325518913536,4.126137795077368,4.0354648000902325,280013223,633900000
2014-05-15,4.078355924025425,4.073882399575988,4.1123088625880175,4.042048137970686,137836497,894900000
2014-05-16,4.072586505727569,4.075329928253131,4.106544550536507,4.072586505727569,194215655,975000000
2014-05-17,4.08401110118508,4.076332953566952,4.089387760941456,4.019227804321929,357236610,1524000000
2014-05-18,4.100878522446336,4.07616485598075,4.110288931451633,4.0503439411631,245965044,758000000
2014-05-19,4.068766973610913,4.07653049720886,4.095298407002848,4.068766973610913,383798368,1930400000
2014-05-20,4.039440949957456,4.076993764985046,4.11692856967463,4.039440949957456,302911085,1901000000
2014-05-21,4.051986413472635,4.076203289425411,4.078768893892977,4.051986413472635,242781793,907000000
2014-05-22,4.054884279054893,4.077025168766357,4.084811432531786,4.054884279054893,360648355,834400000
2014-05-23,4.081431279333802,4.078472669182419,4.12145695194865,4.032483199124551,192443748,565400000
2014-05-24,4.116618454648802,4.077688868337645,4.116618454648802,3.9938410820066848,316751028,1800500000
2014-05-25,4.079721803214029,4.078350689501008,4.090427679695617,4.074258370996737,487010264,786700000
2014-05-26,4.111473095644839,4.080333065974376,4.111473095644839,4.031469532274316,395119993,1269400000
2014-05-27,4.074233522302808,4.08098588784392,4.099503045503046,4.0610412181326145,388256932,1020000000
2014-05-28,4.053107534465429,4.08102642415736,4.09334068639584,4.053107534465429,239307167,639500000
2014-05-29,4.086050879490568,4.0830820940798995,4.15642765375923,4.064717997650978,420947688,812700000
2014-05-30,4.077864831053317,4.085101165199649,4.110672224603128,4.077672486324926,128351598,1204900000
2014-05-31,4.120613996188798,4.084604644681611,4.170481503414734,4.01672724055536,426741381,1403600000
2014-06-01,4.071425285663319,4.086329759431808,4.102583320031021,4.060424296666383,212004931,1103900000
2014-06-02,4.100744786147932,4.088546258477479,4.158164609276135,4.05974836332988,358452565,1291200000
2014-06-03,4.104284924023176,4.091083432165251,4.126517025499789,4.0577566189785585,139431735,1440900000
2014-06-04,4.087350866681428,4.090674308646541,4.130599859809496,4.085803332037247,356812677,1766600000
2014-06-05,4.085043202216765,4.09185440011292,4.1650113948206196,4.085043202216765,262320712,1772200000
2014-06-06,4.1402015071218,4.093114102653811,4.1402015071218,3.9961482387500866,176313151,1421200000
2014-06-07,4.112625887280156,4.092683660586692,4.112625887280156,4.053762872597456,190219119,1326900000
2014-06-08,4.079403862650753,4.092391280372673,4.132957855783729,4.063818273715374,175077137,1082600000
2014-06-09,4.101811252774362,4.093035309664634,4.167548726627187,4.066590544654892,466271432,784500000
2014-06-10,4.137267210343212,4.092388089412124,4.137267210343212,4.051621781807903,163860431,748100000
2014-06-11,4.106872725444102,4.09421871727717,4.106872725444102,4.0935835784006604,431109893,583000000
2014-06-12,4.079951755538612,4.09424482751408,4.145598486615498,4.074993393657815,141981760,1125800000
2014-06-13,4.112567893953616,4.094176058639268,4.112567893953616,4.0825089131798755,291987279,1375700000
2014-06-14,4.087595761524712,4.094558415671256,4.152492175754016,4.06712620886846,460450096,1058700000
2014-06-15,4.112642626366359,4.093995375639331,4.166170997026837,4.051446245264235,487284462,1582700000
2014-06-16,4.112496500124887,4.094648700423655,4.162617987378125,4.078436881842091,383596539,1841600000
2014-06-17,4.0983275742695895,4.095005913758683,4.101237221029301,4.081185455507318,135807169,1963100000
2014-06-18,4.085573760058286,4.09675456788587,4.098128979912284,4.0722086837813265,101486499,1143200000
2014-06-19,4.1139489274765975,4.097104865936911,4.114331484576615,4.045612408844834,253504716,1057100000
2014-06-20,4.108037614322057,4.097077994178305,4.131398855782975,4.035523165169194,437798815,607200000
2014-06-21,4.096981004396098,4.096483937010212,4.20908227128757,4.073984884478088,457686166,1399100000
2014-06-22,4.1054691229033,4.096714409432811,4.129039439843424,4.080015880204464,165544884,1567000000
2014-06-23,4.124965554622214,4.097229813168212,4.143518437902716,4.0696133270124735,301904951,1564400000
2014-06-24,4.099083820274784,4.096515914699161,4.1952291790528635,4.078994672766885,405954247,1185200000
2014-06-25,4.075121779576429,4.0971404693954225,4.139452584825548,4.075121779576429,377117010,1328000000
2014-06-26,4.095338186275742,4.096929509515233,4.157762119768294,4.081537992355789,390126509,925100000
2014-06-27,4.0537413982871024,4.097370211945568,4.137806242244317,4.0537413982871024,412671772,549000000
2014-06-28,4.081662059742301,4.098218749693975,4.125671282309392,4.081662059742301,417420093,1718100000
2014-06-29,4.044836475246093,4.099220509282846,4.120442096404081,4.044836475246093,218417213,1164400000
2014-06-30,4.117190291376486,4.098973422514369,4.127736291400653,4.076021165239261,414939841,1687300000
2014-07-01,4.070984361382097,4.099583475377018,4.196008445106824,4.070984361382097,197041058,1558100000
2014-07-02,4.077468792667446,4.100189538237214,4.110763448984263,4.06256741398114,119803583,1647500000
2014-07-03,4.121943217326487,4.101115215140242,4.121943217326487,4.027134194329469,153369833,1207400000
2014-07-04,4.1054479445830205,4.101744332304757,4.128550267004946,4.0757715811227335,410420835,1583000000
2014-07-05,4.106879512022785,4.103352238893814,4.137624045142406,4.030586433033524,198488392,1158700000
2014-07-06,4.068012165099157,4.103051886990272,4.137682602118042,4.068012165099157,277616080,1310500000
2014-07-07,4.1315243495814435,4.104142477723896,4.134466093374379,4.088294360645303,355206185,1574400000
2014-07-08,4.119791809922712,4.104831369050822,4.119791809922712,4.099839477783376,496219154,1449800000
2014-07-09,4.109532194338917,4.105860183647852,4.110714332316327,4.065945885471828,214074231,605100000
2014-07-10,4.070526215493176,4.106051711440341,4.138968227558166,4.070526215493176,221031674,1363000000
2014-07-11,4.084439137710217,4.106906216600119,4.124231688834394,4.06736396025625,408386444,1872400000
2014-07-12,4.134334288090983,4.107559552835192,4.1637725930852945,4.08504910076888,112360835,1101500000
2014-07-13,4.107374299002198,4.108709713125316,4.124728495243123,4.084671442609189,141694773,1813300000
2014-07-14,4.1026842090001425,4.109392172884995,4.1514444016768035,4.072498416676892,210434515,1439800000
2014-07-15,4.143032958517289,4.109101723032688,4.157710562458603,4.095231005687837,325315011,1886900000
2014-07-16,4.1439415530737715,4.109730821237341,4.1439415530737715,4.046496078477112,155302353,907900000
2014-07-17,4.097730488170019,4.110528992408297,4.142840948995481,4.096216901622894,340875850,950900000
2014-07-18,4.1215222705946175,4.1107412495916655,4.1215222705946175,4.025796606723363,176991548,629800000
2014-07-19,4.100741536418084,4.11152664635213,4.149562099989945,4.072932963496895,106049471,1623700000
2014-07-20,4.079151965710989,4.111057548850274,4.162636278723592,4.079151965710989,325893832,1355200000
2014-07-21,4.147141427822904,4.112189088971743,4.147141427822904,4.097173034508873,293799143,561400000
2014-07-22,4.073838679511716,4.113046985416756,4.160694050592873,4.073838679511716,327740785,1278900000
2014-07-23,4.129970460138004,4.113472984885488,4.144793319296866,4.060939835202731,437385129,1760100000
2014-07-24,4.099339732404073,4.114742986801457,4.150000933819375,4.099339732404073,242767370,1080000000
2014-07-25,4.1168235313634085,4.114297734408495,4.12695448898374,4.080718530467218,370071818,1189800000
2014-07-26,4.121256965113413,4.1144266721769664,4.133824091373671,4.10233529197491,159955313,813600000
2014-07-27,4.1150949665044765,4.114229576759057,4.125731606785035,4.104060475281631,259716697,1927500000
2014-07-28,4.081555162391402,4.114219519962464,4.17699317694709,4.06702877125567,239805391,1211900000
2014-07-29,4.084995523750868,4.114387286699354,4.118276793618359,4.084995523750868,484220118,904400000
2014-07-30,4.149658239735997,4.11442525817096,4.149658239735997,4.0694776536816955,131609997,1573200000
2014-07-31,4.112367426868889,4.113026173047425,4.18052720157874,4.03917594885852,180048521,900000000
2014-08-01,4.12336225082104,4.1143935527436915,4.12336225082104,4.0621806108484,418528531,890500000
2014-08-02,4.098453551997348,4.116402932027139,4.155559687114508,4.050968577467547,316962015,1247700000
2014-08-03,4.126147634644511,4.114542665045357,4.18006067857135,4.067428810864495,173719207,1554400000
2014-08-04,4.153228818031493,4.116347531382418,4.153228818031493,4.110358806811719,230461992,1257500000
2014-08-05,4.134126893536872,4.118036375003499,4.19625845587684,4.114301227590967,378336908,699100000
2014-08-06,4.116733403770544,4.118150716613561,4.125481551596336,4.064026827148069,486896439,1929400000
2014-08-07,4.111370981181939,4.120250894928474,4.178865739153643,4.085567160874928,330327916,505900000
2014-08-08,4.1466736491848355,4.12097540385796,4.156772556031244,4.11924988154332,285216610,844000000
2014-08-09,4.125579936972721,4.1221294501316805,4.157323706670541,4.115128444934182,189194541,1801400000
2014-08-10,4.111908990933076,4.122619221802233,4.142637389596177,4.108430244717144,129127899,1132600000
2014-08-11,4.132011426199217,4.12307658609162,4.237945955900088,4.030167395990904,273155994,1660900000
2014-08-12,4.1400778018588404,4.124173149191065,4.1400778018588404,4.0937123752767555,467492132,560400000
2014-08-13,4.085919574948833,4.124372423281559,4.128464232898548,4.085919574948833,219162919,1303900000
2014-08-14,4.135001556963268,4.122578970862942,4.155276692534271,4.094610357488752,225144941,1234600000
2014-08-15,4.123976906478035,4.123589408929983,4.159678340609026,4.102732253291652,441787374,972000000
2014-08-16,4.1419795891308615,4.123726855642165,4.1710809773498285,4.120865805733205,173346230,642600000
2014-08-17,4.119240318707985,4.124539043258236,4.148780087434696,4.0821966333197715,206998325,1888200000
2014-08-18,4.099202615355108,4.123762248483531,4.1318611525101305,4.04233652790657,449552452,1207500000
2014-08-19,4.115678064344087,4.124158573252889,4.12580139263784,4.110340987289149,237174751,1336000000
2014-08-20,4.114869365084175,4.1229710911156605,4.140681537691757,4.105555018595869,116186501,1893000000
2014-08-21,4.099022743675783,4.122146340297745,4.163335953255451,4.099022743675783,271544667,843000000
2014-08-22,4.121402020769468,4.123515450041476,4.199885789032272,4.078918348528417,460004986,1542700000
2014-08-23,4.121706226131577,4.1247490033113445,4.12984732396129,4.113995932074198,495173076,742600000
2014-08-24,4.095915967720397,4.125466898593288,4.13792157506357,4.095915967720397,442703642,1726700000
2014-08-25,4.097939818289657,4.125189558708685,4.155209790465503,4.097939818289657,433462969,1560900000
2014-08-26,4.134827883925562,4.1265203448360825,4.134827883925562,4.116008004244433,106762625,1169600000
2014-08-27,4.104969323618837,4.129308049759358,4.1637347896235255,4.08522957402491,257791384,1198400000
2014-08-28,4.121591676861036,4.129605302220106,4.130314436089531,4.088568780197917,199105200,561300000
2014-08-29,4.111845331938114,4.131359000314149,4.22308355944157,4.1016885509164185,206082729,1030100000
2014-08-30,4.09700544936724,4.130023327535938,4.1620000992686625,4.09700544936724,355426374,1724600000
2014-08-31,4.1277469579129304,4.131002655548483,4.172874263246634,4.126423836531689,286547919,1212800000
2014-09-01,4.125225573938555,4.132307551538598,4.168957496721942,4.125225573938555,397078639,1711600000
2014-09-02,4.093204217104076,4.133710966541713,4.163688884851574,4.093204217104076,200534059,1091200000
2014-09-03,4.141900411453099,4.133729577303995,4.209029629660293,4.076625070397436,450415378,1818000000
2014-09-04,4.137205564956747,4.134033846003082,4.161465436257902,4.097370015747791,435903591,1571300000
2014-09-05,4.122375505281007,4.135419586127324,4.204277384346129,4.06725721557075,299910538,1179800000
2014-09-06,4.201275940457388,4.136330403380163,4.201275940457388,4.126055022221535,462160255,1463900000
2014-09-07,4.135976619480888,4.136790716987352,4.200669023462701,4.111245075284016,423735347,1224600000
2014-09-08,4.182427621341469,4.138550191464147,4.20108400937399,4.1307387513702585,246258213,1039200000
2014-09-09,4.1592991253337654,4.137420477283079,4.166452687033434,4.136522968923017,164850415,921900000
2014-09-10,4.150538048320559,4.136222356552405,4.150538048320559,4.077859114813867,337291058,1730600000
2014-09-11,4.123970771633895,4.134991231603793,4.185241749062409,4.103038706771235,413402160,591100000
2014-09-12,4.12910581301879,4.135611336153769,4.150810330065501,4.11879822443355,365661443,1980100000
2014-09-13,4.144484214591681,4.13598123570457,4.191975842181037,4.124681038979181,469579515,910100000
2014-09-14,4.131695152930411,4.13733902581765,4.1537822658472106,4.11718288075481,497975283,1023800000
2014-09-15,4.116726441855439,4.1374061143835705,4.15612854215157,4.072035467794893,173509674,740600000
2014-09-16,4.149010229321077,4.137142504296088,4.162097099037692,4.131462775893231,482799659,1132300000
2014-09-17,4.1052971595804,4.137858328142762,4.199011895091848,4.1052971595804,287534002,925500000
2014-09-18,4.111791170756517,4.139031794002274,4.20285992703741,4.097959884338127,118061893,1055400000
2014-09-19,4.1461095679413225,4.138390804604384,4.209520226516481,4.074244330045353,458724173,1958500000
2014-09-20,4.155649112809832,4.137901221143455,4.155649112809832,4.084778565137082,479932528,1487700000
2014-09-21,4.143516051672313,4.138237676302908,4.14570721674164,4.137227098279345,303820344,597900000
2014-09-22,4.127287263470783,4.138096710717897,4.172625916966175,4.0719412552137575,121370857,974600000
2014-09-23,4.17055101848812,4.139550186181914,4.208131580529867,4.1225695596590635,412821022,1749700000
2014-09-24,4.129192992934814,4.140005167233489,4.21104399632298,4.129192992934814,266086705,1437400000
2014-09-25,4.106991432889216,4.1401938118148935,4.143885866616023,4.092813057498506,188951248,1938800000
2014-09-26,4.123683300132281,4.140184548646645,4.167287028611579,4.079074581159485,316934159,1035500000
2014-09-27,4.118517053548788,4.141098061250253,4.170413327151816,4.118517053548788,303160558,1184000000
2014-09-28,4.108933225139335,4.1426074883161546,4.1572815616633,4.108933225139335,171635250,1342700000
2014-09-29,4.129024642784479,4.143246383820318,4.196355789870381,4.128559168482676,224689573,1948700000
2014-09-30,4.14229308346156,4.14401887800752,4.158781316438613,4.0958703580957625,217761382,1006200000
2014-10-01,4.142688220987992,4.14510918817531,4.170910426187947,4.125121715954511,131353046,1375100000
2014-10-02,4.139009068861224,4.14497440278025,4.168041633844963,4.116323536274363,237350878,1388100000
2014-10-03,4.134140331166293,4.145382292491872,4.159456294126313,4.05975096261227,431971001,669700000
2014-10-04,4.123764033143165,4.143402279861261,4.1437984746052585,4.080332303072402,329215690,1252000000
2014-10-05,4.148051525173187,4.145797160236992,4.179015463916955,4.114659976314591,303543236,699100000
2014-10-06,4.11882654975696,4.146831217638452,4.187504089421191,4.092741870308374,194415074,1677700000
2014-10-07,4.161048414463636,4.147532098379249,4.1733035852370195,4.108175023519082,321349961,740100000
2014-10-08,4.144311877434434,4.149748836513969,4.166340386316512,4.1057132501961116,314236199,660100000
2014-10-09,4.137201540951534,4.149351670964983,4.176708509235335,4.110088789208412,102431654,1377600000
2014-10-10,4.176014338476894,4.148682278527239,4.236430418653837,4.1427677500433955,272395155,1993100000
2014-10-11,4.159618400476032,4.149020391329874,4.204860984242837,4.071451808842649,457491394,1749400000
2014-10-12,4.18245941252449,4.149502871983284,4.18245941252449,4.084242690767521,306743101,982100000
2014-10-13,4.159728911882007,4.149429822419583,4.1761494076125265,4.136833892270882,444136685,1697900000
2014-10-14,4.166099379097877,4.149994159083246,4.166099379097877,4.107609066919322,347111043,913000000
2014-10-15,4.1639852347035635,4.150975150322753,4.1639852347035635,4.137137309597921,263692246,897200000
2014-10-16,4.161606134094138,4.150281222615458,4.174743078158599,4.071236672927982,352190956,861200000
